numeric_id,experiment,age,gender,gender_self_describe,ethnicity,ethnicity_self_describe,education,employment,location,income,condition,experiment_condition,audio_type,task_order,IAT_block_order,complete_iat_data,passed_iat_performance,pos_neg,good_bad,like_dislike,self_reported_rating,IAT_D2_score,intentions_q1,intentions_q2,intentions_q3,behavioral_intentions,memory_of_audio_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,deepfake_audio_check,deepfake_concept_check,issues_with_study,political_ideology_identity_1,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,ras_q1,ras_q2,ras_q3,ras_q4,ras_q5,ras_q6,ras_q7,ras_q8,rn_s1_q1_awareness,rn_s1_q2_accuracy,rn_s1_q3_sharing,rn_s2_q1_awareness,rn_s2_q2_accuracy,rn_s2_q3_sharing,rn_s3_q1_awareness,rn_s3_q2_accuracy,rn_s3_q3_sharing,rn_s4_q1_awareness,rn_s4_q2_accuracy,rn_s4_q3_sharing,rn_s5_q1_awareness,rn_s5_q2_accuracy,rn_s5_q3_sharing,rn_s6_q1_awareness,rn_s6_q2_accuracy,rn_s6_q3_sharing,fn_s1_q1_awareness,fn_s1_q2_accuracy,fn_s1_q3_sharing,fn_s2_q1_awareness,fn_s2_q2_accuracy,fn_s2_q3_sharing,fn_s3_q1_awareness,fn_s3_q2_accuracy,fn_s3_q3_sharing,fn_s4_q1_awareness,fn_s4_q2_accuracy,fn_s4_q3_sharing,fn_s5_q1_awareness,fn_s5_q2_accuracy,fn_s5_q3_sharing,fn_s6_q1_awareness,fn_s6_q2_accuracy,fn_s6_q3_sharing,q1_aot_e,q2_aot_e,q3_aot_e,q4_aot_e,q5_aot_e,q6_aot_e,q7_aot_e,q8_aot_e,q1_rei,q2_rei,q3_rei,q4_rei,q5_rei,q6_rei,q7_rei,q8_rei,q9_rei,q10_rei,q11_rei,q12_rei,q13_rei,q14_rei,q15_rei,q16_rei,q17_rei,q18_rei,q19_rei,q20_rei,crt_q1,crt_q2,crt_q3,crt_q4,crt_q5,crt_q6,crt_q7,crt_q8,crt_q9
93,6,22,female,NA,ethnicity (self-describe),white british,High school,Unable to work,United Kingdom,"Less than $25,000",C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,3,3,3,3,-0.08040934870775981,5,5,5,5,"he helped his friend with his test , he has a sister an brother he lives a bus ride away from and he spends his spare time with his grandma because he wants to spend alot of time with her before she passes on and that he moved home an got a haircut",Strongly_Diagnostic,No Demand,No Reactance,to find out whether people were lying or being honest,yes and no,no i didn't realise at all,no none what so ever,no issues,Neither agree nor disagree,Strongly Liberal,Strongly Liberal,Atheist,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I agree,I agree,2,2,3,2,1,3,3,2,3,3,2,3,1,4,3,1,4,1,3,1,3,2,3,3,2,2,3,2,2,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,50 seconds,20,1st,7,june,6,yes,2
94,6,33,female,NA,Asian,NA,Masters,Employed (part-time),United States of America,"Less than $25,000",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,0,0,0,0,0.6567637561024627,3,3,3,3,"1. Lives in a small town with a brother Tom and sister Susan (15 min drive away)
2. In college he ""helped"" his friend on the final exam
3. He believes in chivalry (but in a reasonable context--if there's a heavily pregnant woman on the bus, he'll give up his seat for her)
4. He just moved to a new apartment
5. On the weekends he spends time helping his grandmother because he wants to spend as much time with her as he can while she's here",Moderately_Diagnostic,No Demand,No Reactance,"I'm not sure--maybe about how if you've ""encountered"" someone previously you're more likely to have a positive impression of them rather than a negative one?","I wanted to know what Chris meant that he ""helped"" his friend in the final exam. Initially I interpreted this as a veiled reference to cheating. But then Chris said that he and his friend would have both failed had he not done so, and it seemed more like Chris had helped his friend in a legitimate way by studying together. It's a good example of how not being able to actually ""speak"" to the person can skew your impressions. I do think it's best to withhold judgment until you know more about someone.","Oh no, I didn't know that! Wow, that's interesting. I guess it was audio only, so I suppose that's easier to pull off than those deepfakes where they put someone else's face on another's.","Nope! No idea. I thought deepfaking referred to a process of matching faces to other faces. But I suppose the point is that digital manipulation is very possible. (Chris sounded like a nice ""Australian"" guy perhaps? But to be self-deprecating I'm an ignorant American and not great with accents.)","No issues! (Just that there is a potentially ambiguous reading of what it means for Chris to have ""helped"" his friend in the final exam--I do think he means it benignly rather than indicating to the fact that he's cheating. Sorry, I've been a university lecturer for too many years and am hyper-vigilant to insinuations of cheating. I did try to disregard my work background and just perceive it as a normal listener would.)",Moderately Agree,Strongly Liberal,Moderate,Agnostic,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,2,3,2,2,2,2,1,3,3,1,3,3,2,1,2,1,3,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,6,6,2,4,2,6,6,2,1,7,4,3,5,1,1,5,3,2,7,2,2,4,2,2,3,3,2,2,24,10,39,2,8,Emily,0,yes,6
95,6,50,male,NA,White,NA,Some college,Retired,United Kingdom,"Less than $25,000",C3. Negative_Audio_IAT_First (Con B First),negative audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,-1,-1,-1,-1,0.32557342417557994,2,2,3,2.33,"He cheated in an exam, his final uni exam.
He has a brother and a sister, possibly Tom and Anna.
He spends weekends at his grandmothers in order to get her property on her death.
He makes many videos and has some ammount of a following",Moderately_Diagnostic,No Demand,No Reactance,I don't know but I suspect it is looking into some sort of bias due to the reversal of the good / bad buttons,"Yes, allthough we have to judge people on their actions not just their words. To be honest his voice sounded a bit fake so I'm not sure if that made a difference.","no, but it did sound fake. I thought it was cause an actor read it and they were not very good.",I haven't heard any but I am aware of this.,no issues,Neither agree nor disagree,Somewhat Liberal,Moderate,Atheist,I don't know,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I don't know,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,3,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,5,6,3,3,2,4,4,2,4,5,4,4,5,4,3,5,4,4,4,3,4,4,4,4,3,4,2,4,4,10,39,2,8,emily,0,yes,2
96,6,24,male,NA,White,NA,Masters,Employed (full time),United Kingdom,"$25,000 to $34,999",C3. Negative_Audio_IAT_First (Con B First),negative audio,genuine audio,iat first,learning consistent block First,complete,FALSE,-3,-3,-3,-3,0.3733301477170911,3,3,1,2.33,"He is spending as much time with this gran as possible at the weekends to get her house when she passes on.
He got his hair cut and moved house. 
He has two siblings a brother and a sister (susan) who live in the same town only a bus journey away.
He records his videos mid week.
He doesn't believe in chivalry so wont give his seat to a pregnant lady.",Strongly_Diagnostic,No Demand,No Reactance,trying to get a sence of attitude and judgement,yes totaally,"yes, i didnt like video or the person",i dont know what this means,no,Strongly disagree,Moderate,Moderate,Atheist,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,2,1,2,2,2,2,2,3,3,2,2,2,2,1,2,1,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,48,10 seconds,40,1st,7,june,i dont know,no,0
97,6,27,female,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$100,000 to $149,999",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,1,1,-1,0.33,0.13032065659594286,2,2,2,2,"He was answering questions from his viewers about his sibling, his time in college and what he does at the weekend.He has a brother named Tom and a sister called Susan. He lives to see his gradmother at the weekend and help around her house.",Moderately_Diagnostic,No Demand,No Reactance,find out if someone is likable,no - i don't think i knew him well enough,i didn't realise it was deepfaked but the audio sounded off. very tinny.,yes,no issues,Moderately Agree,Somewhat Conservative,Somewhat Conservative,Agnostic,I don't know,I don't know,I don't know,I agree,I strongly disagree,I strongly disagree,I don't know,I don't know,2,2,2,1,3,2,1,3,2,2,3,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,5,5,4,4,4,6,5,6,6,6,6,6,6,6,6,6,6,3,5,5,5,5,5,5,5,5,6,8,50,20,second,7,Emily,6,no,0
98,6,43,female,NA,White,NA,Masters,Employed (full time),United Kingdom,"$100,000 to $149,999",C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,FALSE,0,0,0,0,-0.011800395195687916,5,1,1,2.33,"He has brother called Tom and sister called Susan.
He believes in chivalry - he gave up his seat for a heavily pregnant woman.
He spends weekends with his Grandmother.
He helped his friend in college
He recently moved to a new apartment and had a new haircut.",Slightly_Diagnostic,No Demand,No Reactance,They were analysing my response times and trying to seeing how fast I could react to a set of instructions which were changing throughout.,That I have a good memory and I can recall facts - nothing about Chris as a person. Although my level of engagement and interest in him could be linked to how much I remembered.,No it seemed genuine.,No I hadn't heard of deep faking before.,No issues,Strongly Agree,Somewhat Liberal,Somewhat Liberal,Atheist,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,2,1,2,2,4,2,2,3,2,3,3,3,2,3,2,1,4,3,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,6,6,6,1,1,6,5,2,1,5,7,1,7,1,1,7,7,4,2,7,4,7,3,7,7,1,2,2,8,50,20,1st,7,Emily,18,no,1
99,6,57,female,NA,White,NA,Bachelor,Unemployed (not looking),United Kingdom,"$35,000 to $49,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,deepfake audio,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.15648739121978794,4,4,4,4,That he'd been asked lots of questions and he was going to answer them in the video. He has a brother named Tom and a sister named Susan. He helped his friend in his final exam and he's really pleased he did. He still believes in chivalry and would give his seat to a pregnant women. He has just moved to a new flat. He spends his weekends helping his grandmother who is really old and he wants to spend time with her because he doesn't know how long shes got left,Moderately_Diagnostic,No Demand,No Reactance,how impressionable we are and ambidextrous,yes,no,yes,no issues,Strongly Agree,Strongly Liberal,Strongly Liberal,Atheist,I disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I disagree,I strongly disagree,2,2,2,1,4,1,2,3,1,1,4,2,1,4,2,1,4,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,6,6,1,2,2,5,5,3,2,6,6,4,6,5,1,6,6,5,2,6,3,5,3,5,5,3,2,5,8,10,5,second,8,emily,27,maybe,1
100,6,51,female,NA,White,NA,Bachelor,Employed (part-time),United Kingdom,Prefer not to say,C4. Negative_Audio_SR_First (Con B First),negative audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,-3,-3,-3,-3,-0.4424616700198013,1,1,1,1,"Has brother and sister. Lives near them 15 minute drive. Cheated in college exam, doesn't regret it. Would not stand up on bus to give seat to a pregnant lady. Moved into new apartment and spends time at weekend buttering up grandmother so he cab get inheritance.",Moderately_Diagnostic,No Demand,No Reactance,Get views on people's perceptions of others through social media.,Yes- the response to some of his questions do not fit with my values.,No,No,I had to copy the video link and reopen to make it work.,Neither agree nor disagree,Moderate,Moderate,Christian,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,I disagree,2,2,2,2,2,2,2,3,2,1,3,3,2,3,3,1,3,2,2,2,2,3,1,2,2,1,2,2,1,2,2,1,2,2,1,2,5,5,3,3,3,6,5,3,1,7,5,2,6,3,1,6,5,2,6,6,2,5,2,5,5,2,2,2,8,10,39,first,8,Emily,none,yes,1
101,6,33,female,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$35,000 to $49,999",C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,2,2,2,2,0.47267807587717153,2,3,3,2.67,"He was answering five questions that he had in his comments secion. He has a brother and sister called Tom and Susan. They live in the same village as him, a short bus ride away. He has recently moved apartment and had a hair cut. He would give up his seat for a pregnant woman. He helped his friend for his final year exam. He spends most of his weekends helping his grandmother as he wants to spend as much time as he can with her before she passes away.",Slightly_Diagnostic,No Demand,No Reactance,To persuade you to like someone,"Yes, the fact that he is close to his grandmother was lovely and I am very close to mine so it made me like him",I thought it might have been made up for the purpose of the experiment but id I was listening to it in real life I probably wouldn't have realised,no,no issues,Moderately Agree,Somewhat Liberal,Moderate,Christian,I agree,I agree,I don't know,I agree,I agree,I don't know,I agree,I agree,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,5,5,3,3,3,5,5,3,2,6,6,2,3,3,3,5,5,3,6,6,3,6,2,5,5,3,2,2,8,50,20,2,8,June,27,yes,1
102,6,27,female,NA,Black,NA,Masters,Employed (full time),Canada,"Less than $25,000",C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,-1,-1,0,-0.67,0.05568247017153144,1,1,1,1,"He has two siblings, Tom and Susan, who live in the same small town and a bus drive away from him. He ""believes"" in chivalry. He spends his weekends with his grandmom because she's old. He makes his videos during the week. A story he can remember from college is that he helped his friend on an exam (that's weird).",Slightly_Diagnostic,No Demand,No Reactance,Who knows,Definitely. He was annoying,No,No - what a strange thing,Nope,Moderately Agree,Somewhat Liberal,Somewhat Liberal,Agnostic,I agree,I disagree,I disagree,I disagree,I disagree,I disagree,I agree,I disagree,2,3,2,2,3,2,2,3,2,2,3,2,2,1,2,1,4,2,2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,6,6,5,1,1,5,5,1,1,6,5,4,5,2,2,6,5,2,6,5,2,5,2,4,5,3,2,2,8,50,20,1,7,Emily,9? Feet smh,no,0
103,6,25,male,NA,White,NA,Less than high school,Employed (part-time),United Kingdom,"Less than $25,000",C4. Negative_Audio_SR_First (Con B First),negative audio,genuine audio,ratings first,learning consistent block First,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Agree,Somewhat Liberal,Moderate,Agnostic,I don't know,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,I strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,6,31,female,NA,White,NA,Masters,Employed (full time),United Kingdom,"$50,000 to $74,999",C2. Positive_Audio_SR_First (Con B First),positive audio,deepfake audio,ratings first,learning consistent block First,complete,TRUE,3,3,3,3,0.3319329006238481,4,4,4,4,"He invited questions from his audience to respond to - he referenced his new apartment, spoke about what he does at the weekend. Apparently he often helps his grandmother around the house.",Moderately_Diagnostic,No Demand,No Reactance,To find out how we link words and feelings to positive and negative emotions.,"I think it impacted how much I liked him, because he seemed genuine and spoke in a very positive way.",No! I had no idea.,"I had heard of it, but never seen (knowingly) deep-faked content.",No issues.,Strongly Agree,Somewhat Liberal,Moderate,Jewish,I don't know,I disagree,I disagree,I don't know,I don't know,I don't know,I agree,I disagree,2,4,3,3,3,2,2,3,2,2,3,2,1,4,1,2,3,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,4,5,2,3,1,5,5,2,3,5,6,3,6,3,3,6,6,5,6,6,4,5,3,6,4,3,3,3,8,50,20,First,7,June,9,no,0
105,6,31,female,NA,White,NA,Bachelor,Employed (full time),United Kingdom,"$35,000 to $49,999",C2. Positive_Audio_SR_First (Con B First),positive audio,genuine audio,ratings first,learning consistent block First,complete,TRUE,2,2,2,2,0.09651323584990733,1,2,2,1.67,"He has two siblings, Tom and Susan, who live in the same small village as himself (a bus ride away).
He helped his friend in college to finish his final exam.
He recently moved apartment and got a hair cut.
He believes in chivalry and would give up his seat for a heavily pregnant woman - who he says needs it more than he does.
He spends his spare time at weekends helping out his grandmother, she is old and he wants to spend as much time with her as possible before she 'passes on.'
",Moderately_Diagnostic,No Demand,No Reactance,To see how easily people are influenced by what people say?,Yes - he gave answeres which suggested he was a kind person.,No,No - I didn't realise that this was possible!,No issues,Moderately Agree,Strongly Liberal,Strongly Liberal,Atheist,I don't know,I don't know,I don't know,I strongly disagree,I don't know,I don't know,I don't know,I strongly disagree,2,2,2,2,2,2,2,2,3,2,3,2,1,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,4,4,2,2,2,5,5,1,2,6,6,3,5,2,2,5,5,3,5,6,3,5,2,5,5,3,3,2,8,10 seconds,39,second place,8,Emily,9,no,0
106,6,18,male,NA,White,NA,High school,Unemployed (looking),United Kingdom,"Less than $25,000",C1. Positive_Audio_IAT_First (Con B First),positive audio,genuine audio,iat first,learning consistent block First,complete,TRUE,1,1,1,1,0.302209282516928,3,3,3,3,"- Two siblings // Tom and Susan
- Helps his grandmother on the weekend
- New apartment 
- New haircut
- Believes in chivalry
",Moderately_Diagnostic,No Demand,No Reactance,Feelings towards individuals with different personality traits.,Yes.,"I thought the audio was genuine, recorded in a room which was full of echoes.",No.,No issues.,Neither agree nor disagree,Moderate,Moderate,Muslim,I agree,I agree,I agree,I don't know,I agree,I don't know,I don't know,I agree,2,2,2,2,3,2,2,3,2,2,3,2,1,4,2,1,3,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,3,3,4,4,4,5,4,4,4,6,4,4,4,4,2,4,4,2,6,4,4,4,2,4,4,4,2,2,8,250,20,Second,8,June,27,maybe,1
